#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-03-17T13:33:55 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ605204e729e7	
#INFO	-out.max=unlimited	
#INFO	queryParameters=7	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-source=J/A+A/616/A10/tablea1b
#

#RESOURCE=yCat_36160010
#Name: J/A+A/616/A10
#Title: 46 open clusters GaiaDR2 HR diagrams (Gaia Collaboration, 2018)
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_A_A_616_A10_tablea1b:
#Name: J/A+A/616/A10/tablea1b
#Title: Stars in 37 open clusters beyond 250pc
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000. (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000. (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Source	(I22)	Source identifier in Gaia DR2 (source_id)	[ucd=meta.id]
#Column	Cluster	(A8)	Cluster identifier	[ucd=meta.id.parent]
#Column	RAdeg	(F9.5)	Right Ascension (ICRS), epoch 2015.5	[ucd=pos.eq.ra]
#Column	DEdeg	(F9.5)	Declination (ICRS), epoch 2015.5	[ucd=pos.eq.dec]
#Column	Gmag	(F6.3)	Gaia G mean magnitude	[ucd=phot.mag;em.opt]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
_RAJ2000|_DEJ2000|Source|Cluster|RAdeg|DEdeg|Gmag|Simbad|_RA|_DE
009.9971942|+85.2792158|    573954144967361792|NGC0188 |  9.99708| 85.27921|19.443|Simbad|009.99719|+85.27922
007.5542344|+85.2546106|    573950807775471488|NGC0188 |  7.55413| 85.25461|18.735|Simbad|007.55423|+85.25461
011.7679136|+85.2504592|    573941427566934400|NGC0188 | 11.76778| 85.25046|16.857|Simbad|011.76791|+85.25046
008.8829719|+85.6463006|    573987126019598976|NGC0188 |  8.88286| 85.64630|19.917|Simbad|008.88297|+85.64630
011.7962169|+85.2494811|    573941431864196096|NGC0188 | 11.79609| 85.24948|15.372|Simbad|011.79622|+85.24948
011.4848919|+85.2550056|    573941530646149120|NGC0188 | 11.48477| 85.25500|18.116|Simbad|011.48489|+85.25501
010.6686758|+85.2804425|    573942290857629312|NGC0188 | 10.66855| 85.28044|15.028|Simbad|010.66868|+85.28044
011.1285500|+85.2125300|    573941775461596928|NGC0188 | 11.12844| 85.21253|15.986|Simbad|011.12855|+85.21253
011.8780975|+85.3591853|    573943871405569280|NGC0188 | 11.87797| 85.35918|15.115|Simbad|011.87810|+85.35919
011.3853831|+85.2939550|    573943218570564864|NGC0188 | 11.38526| 85.29395|14.774|Simbad|011.38538|+85.29395
012.9150083|+85.4896150|    573966892430430464|NGC0188 | 12.91488| 85.48961|16.090|Simbad|012.91501|+85.48961
010.5635111|+85.6291025|    573983483887115264|NGC0188 | 10.56337| 85.62910|17.549|Simbad|010.56351|+85.62910
010.9232314|+85.2214756|    573941844181066368|NGC0188 | 10.92310| 85.22147|14.593|Simbad|010.92323|+85.22148
013.7101308|+85.2144347|    573939026682667776|NGC0188 | 13.71002| 85.21443|16.156|Simbad|013.71013|+85.21443
010.7007528|+85.2142839|    573936140464499072|NGC0188 | 10.70062| 85.21428|19.194|Simbad|010.70075|+85.21428
011.0967178|+85.2891575|    573942531375797632|NGC0188 | 11.09660| 85.28915|15.246|Simbad|011.09672|+85.28916
011.8878025|+85.2989453|    573943081131612544|NGC0188 | 11.88769| 85.29894|17.619|Simbad|011.88780|+85.29895
011.9374667|+85.2392289|    573941363144728832|NGC0188 | 11.93735| 85.23922|14.394|Simbad|011.93747|+85.23923
012.1715556|+85.2132333|    573938300832101248|NGC0188 | 12.17144| 85.21323|19.147|Simbad|012.17156|+85.21323
011.3055561|+85.3011111|    573943970187610624|NGC0188 | 11.30545| 85.30111|19.167|Simbad|011.30556|+85.30111
011.4864547|+85.2915883|    573943218570566528|NGC0188 | 11.48633| 85.29158|14.048|Simbad|011.48645|+85.29159
011.0771567|+85.2557169|    573941942963004160|NGC0188 | 11.07702| 85.25571|19.912|Simbad|011.07716|+85.25572
009.6539158|+85.1885633|    573947547897641216|NGC0188 |  9.65379| 85.18856|17.274|Simbad|009.65392|+85.18856
012.9021294|+85.2001958|    573938816228176384|NGC0188 | 12.90200| 85.20019|19.103|Simbad|012.90213|+85.20020
009.6701989|+85.1533078|    573945928692594048|NGC0188 |  9.67008| 85.15331|18.963|Simbad|009.67020|+85.15331
013.5132050|+85.1960489|    573938610069749120|NGC0188 | 13.51306| 85.19605|18.660|Simbad|013.51320|+85.19605
011.7060806|+85.2332867|    573941328784991488|NGC0188 | 11.70594| 85.23328|16.885|Simbad|011.70608|+85.23329
011.6381244|+85.2318647|    573941500583683456|NGC0188 | 11.63799| 85.23186|17.402|Simbad|011.63812|+85.23186
011.5662333|+85.2262569|    573941118330648960|NGC0188 | 11.56612| 85.22625|17.987|Simbad|011.56623|+85.22626
010.5036958|+85.2736433|    573942256497893120|NGC0188 | 10.50358| 85.27364|14.102|Simbad|010.50370|+85.27364
012.3136053|+85.2392344|    573939851316243584|NGC0188 | 12.31348| 85.23923|17.520|Simbad|012.31361|+85.23923
012.4514417|+85.2413028|    573939885675981824|NGC0188 | 12.45132| 85.24130|14.741|Simbad|012.45144|+85.24130
013.2119356|+85.4369231|    573966205235666816|NGC0188 | 13.21181| 85.43692|14.640|Simbad|013.21194|+85.43692
011.5705672|+85.2916428|    573943218570567296|NGC0188 | 11.57043| 85.29164|16.757|Simbad|011.57057|+85.29164
011.7333161|+85.2680206|    573941672382352896|NGC0188 | 11.73320| 85.26802|16.899|Simbad|011.73332|+85.26802
011.5582944|+85.3362947|    573943768326360832|NGC0188 | 11.55818| 85.33629|15.083|Simbad|011.55829|+85.33629
009.3903933|+85.1608508|    573945963052333568|NGC0188 |  9.39028| 85.16085|16.467|Simbad|009.39039|+85.16085
012.1883097|+85.2364844|    573938442566970752|NGC0188 | 12.18819| 85.23648|16.760|Simbad|012.18831|+85.23648
011.4355447|+85.4104042|    573968198100311296|NGC0188 | 11.43542| 85.41040|15.565|Simbad|011.43554|+85.41040
013.4149792|+85.1960869|    573938678789225088|NGC0188 | 13.41489| 85.19608|18.527|Simbad|013.41498|+85.19609
011.2616264|+85.1630675|    573935002297191168|NGC0188 | 11.26151| 85.16306|16.243|Simbad|011.26163|+85.16307
012.7457794|+85.2474036|    573939782596765696|NGC0188 | 12.74571| 85.24740|19.482|Simbad|012.74578|+85.24740
008.8894250|+85.3535358|    573955347558166400|NGC0188 |  8.88931| 85.35353|15.045|Simbad|008.88942|+85.35354
010.8249964|+85.3839708|    573944867837966592|NGC0188 | 10.82487| 85.38397|14.754|Simbad|010.82500|+85.38397
011.8728692|+85.3120739|    573943115491345024|NGC0188 | 11.87275| 85.31207|17.309|Simbad|011.87287|+85.31207
009.1023744|+85.3579428|    573955381917904640|NGC0188 |  9.10226| 85.35794|15.503|Simbad|009.10237|+85.35794
012.5455481|+85.2439181|    573939679517550848|NGC0188 | 12.54543| 85.24391|15.275|Simbad|012.54555|+85.24392
012.0160697|+85.3847714|    573967373466603392|NGC0188 | 12.01595| 85.38477|16.238|Simbad|012.01607|+85.38477
011.1547750|+85.1638300|    573935002297190656|NGC0188 | 11.15465| 85.16383|16.798|Simbad|011.15477|+85.16383
010.9716378|+85.1739433|    573935758211438464|NGC0188 | 10.97155| 85.17394|19.271|Simbad|010.97164|+85.17394
010.9883336|+85.2384961|    573941981620129280|NGC0188 | 10.98821| 85.23849|15.451|Simbad|010.98833|+85.23850
011.4090597|+85.2119314|    573941083970904448|NGC0188 | 11.40893| 85.21193|17.971|Simbad|011.40906|+85.21193
012.1858247|+85.2013553|    573938266472358912|NGC0188 | 12.18569| 85.20135|18.249|Simbad|012.18582|+85.20136
012.9213036|+85.4370656|    573966273954961152|NGC0188 | 12.92118| 85.43706|15.644|Simbad|012.92130|+85.43707
009.5095053|+85.3668172|    573955622436072832|NGC0188 |  9.50938| 85.36681|17.513|Simbad|009.50951|+85.36682
013.0771750|+85.3085056|    573963800053852288|NGC0188 | 13.07705| 85.30850|16.554|Simbad|013.07717|+85.30851
012.0813758|+85.3114239|    573943424728991488|NGC0188 | 12.08125| 85.31142|14.801|Simbad|012.08138|+85.31142
010.9540925|+85.2599725|    573942011682483328|NGC0188 | 10.95397| 85.25997|17.010|Simbad|010.95409|+85.25997
011.6561978|+85.2506269|    573941633725361536|NGC0188 | 11.65611| 85.25062|19.189|Simbad|011.65620|+85.25063
012.3990628|+85.4307717|    573967785783449088|NGC0188 | 12.39894| 85.43077|15.568|Simbad|012.39906|+85.43077
012.6859767|+85.1941600|    573938060313929088|NGC0188 | 12.68586| 85.19416|17.137|Simbad|012.68598|+85.19416
010.2921189|+85.2763722|    573953900151965056|NGC0188 | 10.29201| 85.27637|18.685|Simbad|010.29212|+85.27637
011.7250269|+85.3049139|    573943287290038528|NGC0188 | 11.72491| 85.30491|16.513|Simbad|011.72503|+85.30491
008.7136158|+85.1491775|    573946448386149760|NGC0188 |  8.71350| 85.14917|17.427|Simbad|008.71362|+85.14918
010.9638678|+85.2916900|    573942531375794816|NGC0188 | 10.96375| 85.29169|17.288|Simbad|010.96387|+85.29169
011.7759658|+85.2419353|    573941431864201600|NGC0188 | 11.77584| 85.24193|15.760|Simbad|011.77597|+85.24194
013.2302942|+85.0446378|    573930363732475008|NGC0188 | 13.23019| 85.04463|17.881|Simbad|013.23029|+85.04464
009.9147447|+85.2687456|    573948269452104832|NGC0188 |  9.91463| 85.26874|17.039|Simbad|009.91474|+85.26875
011.6945906|+85.3508225|    573943802686095104|NGC0188 | 11.69446| 85.35082|14.870|Simbad|011.69459|+85.35082
013.3614494|+85.4695286|    573966716334642688|NGC0188 | 13.36135| 85.46952|19.284|Simbad|013.36145|+85.46953
010.4225922|+85.2155914|    573936106104757504|NGC0188 | 10.42249| 85.21559|16.806|Simbad|010.42259|+85.21559
012.0995875|+85.2100989|    573938300832099840|NGC0188 | 12.09945| 85.21009|18.321|Simbad|012.09959|+85.21010
010.8666953|+85.4364139|    573968507337947136|NGC0188 | 10.86657| 85.43641|15.446|Simbad|010.86670|+85.43641
011.0653675|+85.4006622|    573944936557437440|NGC0188 | 11.06526| 85.40066|15.911|Simbad|011.06537|+85.40066
011.8110781|+85.3037689|    573943287290039680|NGC0188 | 11.81096| 85.30376|17.255|Simbad|011.81108|+85.30377
011.6800928|+85.2682728|    573941672382352256|NGC0188 | 11.67997| 85.26827|15.137|Simbad|011.68009|+85.26827
010.1125431|+85.2685258|    573953938808937216|NGC0188 | 10.11242| 85.26852|16.625|Simbad|010.11254|+85.26853
011.2677136|+85.2331733|    573941156986295424|NGC0188 | 11.26759| 85.23317|15.929|Simbad|011.26771|+85.23317
013.1416278|+85.1892292|    573938747508698112|NGC0188 | 13.14152| 85.18923|18.368|Simbad|013.14163|+85.18923
011.3855908|+85.2352181|    573941191346033664|NGC0188 | 11.38547| 85.23521|18.289|Simbad|011.38559|+85.23522
010.6898511|+85.2575747|    573942183481169792|NGC0188 | 10.68974| 85.25757|19.039|Simbad|010.68985|+85.25757
011.5978461|+85.2126231|    573940877812476288|NGC0188 | 11.59772| 85.21262|17.560|Simbad|011.59785|+85.21262
012.2936622|+85.2825194|    573940087537171200|NGC0188 | 12.29354| 85.28252|16.794|Simbad|012.29366|+85.28252
010.6473372|+85.2237978|    573936174824230912|NGC0188 | 10.64722| 85.22379|13.394|Simbad|010.64734|+85.22380
013.5018797|+85.2408833|    573939129761846656|NGC0188 | 13.50176| 85.24088|16.281|Simbad|013.50188|+85.24088
012.4433008|+85.4371403|    573967785783447424|NGC0188 | 12.44317| 85.43714|17.335|Simbad|012.44330|+85.43714
010.8889583|+85.3408544|    573944283722430848|NGC0188 | 10.88883| 85.34085|16.380|Simbad|010.88896|+85.34085
011.3062528|+85.1730875|    573935036656933888|NGC0188 | 11.30613| 85.17308|18.405|Simbad|011.30625|+85.17309
013.4789639|+85.2901244|    573962975420320640|NGC0188 | 13.47885| 85.29012|15.394|Simbad|013.47896|+85.29012
011.3462789|+85.3308958|    573944107626597120|NGC0188 | 11.34615| 85.33090|18.870|Simbad|011.34628|+85.33090
011.0130758|+85.3974297|    573944936557438592|NGC0188 | 11.01295| 85.39743|15.935|Simbad|011.01308|+85.39743
010.8921239|+85.2368936|    573941874243509632|NGC0188 | 10.89202| 85.23689|17.708|Simbad|010.89212|+85.23689
009.9502792|+85.2971325|    573954179327092480|NGC0188 |  9.95016| 85.29713|16.082|Simbad|009.95028|+85.29713
013.5485289|+85.2995458|    573963078499535616|NGC0188 | 13.54841| 85.29954|15.674|Simbad|013.54853|+85.29955
012.6357153|+85.7023956|    573978952698660224|NGC0188 | 12.63559| 85.70239|16.212|Simbad|012.63572|+85.70240
012.3426892|+85.3263583|    573940641590179072|NGC0188 | 12.34257| 85.32635|16.680|Simbad|012.34269|+85.32636
012.3403336|+85.2748175|    573940087537165824|NGC0188 | 12.34021| 85.27481|17.531|Simbad|012.34033|+85.27482
012.3408469|+85.3426694|    573967064228977280|NGC0188 | 12.34072| 85.34267|15.193|Simbad|012.34085|+85.34267
011.5249808|+85.2174631|    573941083970907520|NGC0188 | 11.52484| 85.21746|18.867|Simbad|011.52498|+85.21746
012.1054039|+85.2430311|    573938442566966656|NGC0188 | 12.10528| 85.24303|17.196|Simbad|012.10540|+85.24303
010.0382683|+85.3740661|    573956343990579712|NGC0188 | 10.03816| 85.37406|17.948|Simbad|010.03827|+85.37407
010.2641919|+85.3030333|    573954110607615488|NGC0188 | 10.26408| 85.30303|19.465|Simbad|010.26419|+85.30303
011.5676592|+85.4348753|    573968335539257984|NGC0188 | 11.56753| 85.43487|15.638|Simbad|011.56766|+85.43488
011.7239619|+85.3257111|    573943695309737088|NGC0188 | 11.72374| 85.32571|19.532|Simbad|011.72396|+85.32571
011.1031475|+85.2270556|    573941809821326848|NGC0188 | 11.10302| 85.22705|17.538|Simbad|011.10315|+85.22706
012.8877472|+85.1662603|    573937205616431232|NGC0188 | 12.88763| 85.16626|14.840|Simbad|012.88775|+85.16626
013.8072164|+85.2516011|    573962661886629376|NGC0188 | 13.80706| 85.25159|19.518|Simbad|013.80722|+85.25160
011.4771114|+85.2458781|    573941496286402560|NGC0188 | 11.47698| 85.24587|17.090|Simbad|011.47711|+85.24588
011.3680947|+85.3043833|    573943970188159232|NGC0188 | 11.36798| 85.30437|19.815|Simbad|011.36809|+85.30438
012.3425892|+85.2474178|    573939885675977344|NGC0188 | 12.34243| 85.24742|18.604|Simbad|012.34259|+85.24742
010.0363567|+85.3661936|    573954866521832832|NGC0188 | 10.03623| 85.36619|14.194|Simbad|010.03636|+85.36619
013.5836556|+85.4003400|    573965341945027968|NGC0188 | 13.58354| 85.40034|19.132|Simbad|013.58366|+85.40034
011.5059067|+85.2478161|    573941530646142720|NGC0188 | 11.50578| 85.24780|19.717|Simbad|011.50591|+85.24782
012.4400894|+85.2491633|    573939885675977216|NGC0188 | 12.43992| 85.24916|15.714|Simbad|012.44009|+85.24916
010.9724144|+85.2252819|    573941878540803072|NGC0188 | 10.97230| 85.22528|15.583|Simbad|010.97241|+85.22528
012.1907367|+85.2911611|    573943046770226304|NGC0188 | 12.19061| 85.29116|14.982|Simbad|012.19074|+85.29116
011.0901050|+85.3054100|    573942565735528320|NGC0188 | 11.08998| 85.30541|14.865|Simbad|011.09010|+85.30541
009.3861489|+85.2855008|    573949059726076288|NGC0188 |  9.38602| 85.28550|17.063|Simbad|009.38615|+85.28550
009.2284672|+85.3548456|    573955416277645952|NGC0188 |  9.22836| 85.35484|19.271|Simbad|009.22847|+85.35485
008.4455744|+85.1777811|    573949506402720640|NGC0188 |  8.44545| 85.17777|19.748|Simbad|008.44557|+85.17778
012.2966936|+85.2533233|    573939954395448320|NGC0188 | 12.29657| 85.25332|16.407|Simbad|012.29669|+85.25332
011.6690628|+85.2445436|    573941534943412736|NGC0188 | 11.66894| 85.24454|14.872|Simbad|011.66906|+85.24454
011.4320436|+85.3110972|    573943252928621568|NGC0188 | 11.43194| 85.31109|18.284|Simbad|011.43204|+85.31110
011.4334417|+85.3103589|    573943252930296192|NGC0188 | 11.43333| 85.31035|14.895|Simbad|011.43344|+85.31036
008.5785486|+85.2780389|    573951804207908352|NGC0188 |  8.57844| 85.27803|18.142|Simbad|008.57855|+85.27804
009.9158836|+85.3680081|    573954935241308544|NGC0188 |  9.91577| 85.36800|16.368|Simbad|009.91588|+85.36801
011.1260439|+85.6097542|    573983174649672320|NGC0188 | 11.12592| 85.60974|19.776|Simbad|011.12604|+85.60975
011.7856392|+85.4355811|    573967957582136704|NGC0188 | 11.78551| 85.43558|17.479|Simbad|011.78564|+85.43558
011.7815742|+85.2471511|    573941431864197120|NGC0188 | 11.78143| 85.24715|17.208|Simbad|011.78157|+85.24715
011.4734769|+85.2420756|    573941500583673984|NGC0188 | 11.47336| 85.24207|15.096|Simbad|011.47348|+85.24208
011.6841283|+85.2864689|    573943145553881728|NGC0188 | 11.68401| 85.28646|17.643|Simbad|011.68413|+85.28647
013.2055014|+85.2245142|    573938923603323776|NGC0188 | 13.20539| 85.22451|15.407|Simbad|013.20550|+85.22451
011.6862789|+85.2824658|    573943145553881600|NGC0188 | 11.68617| 85.28246|15.142|Simbad|011.68628|+85.28247
012.2002967|+85.1525644|    573937686652769152|NGC0188 | 12.20016| 85.15256|16.937|Simbad|012.20030|+85.15256
011.6491639|+85.2885042|    573943145553882496|NGC0188 | 11.64904| 85.28850|17.420|Simbad|011.64916|+85.28850
010.7071719|+85.2984158|    573942703174482176|NGC0188 | 10.70705| 85.29841|16.772|Simbad|010.70717|+85.29842
010.7222764|+85.2274717|    573942050339489664|NGC0188 | 10.72216| 85.22747|15.121|Simbad|010.72228|+85.22747
012.4052242|+85.2563608|    573939988755185920|NGC0188 | 12.40509| 85.25636|16.840|Simbad|012.40522|+85.25636
011.6405956|+85.2428778|    573941534943413888|NGC0188 | 11.64048| 85.24287|13.595|Simbad|011.64060|+85.24288
012.9977094|+85.2642792|    573940160553877888|NGC0188 | 12.99758| 85.26427|15.097|Simbad|012.99771|+85.26428
012.3110028|+85.2539722|    573939954395447936|NGC0188 | 12.31089| 85.25397|17.371|Simbad|012.31100|+85.25397
012.7030475|+85.4096331|    573964796486220928|NGC0188 | 12.70293| 85.40963|17.005|Simbad|012.70305|+85.40963
012.5233831|+85.2945994|    573940435430111360|NGC0188 | 12.52327| 85.29460|19.864|Simbad|012.52338|+85.29460
013.4013653|+85.2647000|    573939473359228928|NGC0188 | 13.40124| 85.26470|14.895|Simbad|013.40137|+85.26470
012.0594778|+85.3185661|    573943527808203776|NGC0188 | 12.05935| 85.31856|17.109|Simbad|012.05948|+85.31857
010.4543336|+85.3044547|    573954419845261952|NGC0188 | 10.45421| 85.30445|17.642|Simbad|010.45433|+85.30445
013.2328003|+85.2729131|    573939537782710656|NGC0188 | 13.23269| 85.27291|16.297|Simbad|013.23280|+85.27291
011.2636119|+85.2353964|    573941191346031488|NGC0188 | 11.26350| 85.23539|15.852|Simbad|011.26361|+85.23540
011.8335500|+85.2591394|    573941466222298240|NGC0188 | 11.83342| 85.25913|15.969|Simbad|011.83355|+85.25914
010.8820744|+85.2994169|    573942737534221440|NGC0188 | 10.88195| 85.29941|14.757|Simbad|010.88207|+85.29942
010.6263847|+85.3108225|    573942806253691392|NGC0188 | 10.62626| 85.31082|15.668|Simbad|010.62638|+85.31082
010.4078472|+85.2497181|    573942114761682176|NGC0188 | 10.40770| 85.24971|19.365|Simbad|010.40785|+85.24972
010.6812614|+85.3684983|    573944451224011776|NGC0188 | 10.68115| 85.36849|18.889|Simbad|010.68126|+85.36850
013.5238036|+85.1712714|    573938472630786048|NGC0188 | 13.52368| 85.17127|18.345|Simbad|013.52380|+85.17127
011.5745233|+85.2067908|    573941083970903424|NGC0188 | 11.57441| 85.20679|19.115|Simbad|011.57452|+85.20679
011.9511253|+85.2804114|    573942973755741696|NGC0188 | 11.95102| 85.28040|19.958|Simbad|011.95113|+85.28041
011.8517964|+85.3305025|    573943733966627584|NGC0188 | 11.85167| 85.33050|14.754|Simbad|011.85180|+85.33050
012.4922150|+85.1887686|    573938025954187392|NGC0188 | 12.49211| 85.18876|17.827|Simbad|012.49221|+85.18877
011.2783561|+85.2346467|    573941191346032384|NGC0188 | 11.27823| 85.23464|14.852|Simbad|011.27836|+85.23465
013.0586428|+85.3437347|    573963937492790144|NGC0188 | 13.05852| 85.34373|14.893|Simbad|013.05864|+85.34373
012.0592139|+85.2467958|    573941397504462720|NGC0188 | 12.05909| 85.24679|14.816|Simbad|012.05921|+85.24680
011.3909033|+85.2366000|    573941191346032128|NGC0188 | 11.39079| 85.23660|15.742|Simbad|011.39090|+85.23660
012.1523728|+85.3350339|    573943562167935616|NGC0188 | 12.15223| 85.33503|17.917|Simbad|012.15237|+85.33503
011.5616356|+85.0489144|    573932562755718656|NGC0188 | 11.56150| 85.04891|19.073|Simbad|011.56164|+85.04891
011.4754189|+85.3976028|    573968163740578560|NGC0188 | 11.47530| 85.39760|17.853|Simbad|011.47542|+85.39760
012.1399039|+85.2494036|    573939920035711616|NGC0188 | 12.13979| 85.24940|17.257|Simbad|012.13990|+85.24940
012.0292444|+85.2469489|    573941397504462080|NGC0188 | 12.02913| 85.24694|16.146|Simbad|012.02924|+85.24695
008.2232975|+85.2846297|    573951945944089088|NGC0188 |  8.22318| 85.28462|15.380|Simbad|008.22330|+85.28463
011.8303900|+85.2436311|    573941431864200576|NGC0188 | 11.83026| 85.24363|16.612|Simbad|011.83039|+85.24363
010.9926547|+85.2308086|    573941878540798976|NGC0188 | 10.99254| 85.23080|15.946|Simbad|010.99265|+85.23081
012.1151917|+85.3343183|    573943630887412736|NGC0188 | 12.11508| 85.33431|16.578|Simbad|012.11519|+85.33432
012.3130961|+85.3478328|    573967064228974208|NGC0188 | 12.31297| 85.34783|16.382|Simbad|012.31310|+85.34783
009.8673069|+85.3052017|    573954282406302976|NGC0188 |  9.86719| 85.30520|14.683|Simbad|009.86731|+85.30520
011.8270058|+85.3293856|    573943699606889600|NGC0188 | 11.82688| 85.32938|12.662|Simbad|011.82701|+85.32939
011.6465342|+85.1876092|    573940774733250944|NGC0188 | 11.64653| 85.18760|19.758|Simbad|011.64653|+85.18761
011.3673175|+85.2847303|    573941736804603008|NGC0188 | 11.36719| 85.28473|17.579|Simbad|011.36732|+85.28473
012.4815314|+85.1764889|    573937991594443904|NGC0188 | 12.48145| 85.17649|19.574|Simbad|012.48153|+85.17649
009.1892900|+85.2706567|    573948991006603904|NGC0188 |  9.18916| 85.27065|15.554|Simbad|009.18929|+85.27066
010.7443042|+85.3185683|    573942840613427328|NGC0188 | 10.74419| 85.31856|15.683|Simbad|010.74430|+85.31857
012.3825261|+85.4769678|    573969469410615168|NGC0188 | 12.38240| 85.47696|14.706|Simbad|012.38253|+85.47697
011.8676575|+85.3280639|    573943699606890752|NGC0188 | 11.86754| 85.32806|15.437|Simbad|011.86766|+85.32806
012.5117061|+85.3563822|    573964246730425856|NGC0188 | 12.51158| 85.35638|15.420|Simbad|012.51171|+85.35638
009.7744994|+85.3109517|    573954351125776384|NGC0188 |  9.77437| 85.31095|16.069|Simbad|009.77450|+85.31095
013.7677292|+85.3085942|    573963284657915776|NGC0188 | 13.76761| 85.30859|15.896|Simbad|013.76773|+85.30859
009.3744167|+85.3928000|    573955725515278592|NGC0188 |  9.37429| 85.39280|14.759|Simbad|009.37442|+85.39280
013.8162692|+85.3070719|    573963215938439296|NGC0188 | 13.81614| 85.30707|17.333|Simbad|013.81627|+85.30707
010.7811322|+85.1076686|    573933700921595776|NGC0188 | 10.78102| 85.10766|17.685|Simbad|010.78113|+85.10767
010.4615161|+85.4007542|    573956687587956096|NGC0188 | 10.46140| 85.40075|16.321|Simbad|010.46152|+85.40075
011.1422161|+85.2799736|    573942359575453184|NGC0188 | 11.14206| 85.27997|19.872|Simbad|011.14222|+85.27997
012.1486558|+85.3552036|    573967132948447232|NGC0188 | 12.14852| 85.35520|15.071|Simbad|012.14866|+85.35520
008.6042561|+85.2835658|    573951808505138688|NGC0188 |  8.60416| 85.28356|18.608|Simbad|008.60426|+85.28357
012.6838000|+85.2527933|    573939812660610688|NGC0188 | 12.68367| 85.25279|17.305|Simbad|012.68380|+85.25279
010.1361147|+85.3145789|    573954488564730880|NGC0188 | 10.13598| 85.31458|18.967|Simbad|010.13611|+85.31458
012.2236050|+85.3314681|    573943562167938432|NGC0188 | 12.22348| 85.33146|15.773|Simbad|012.22360|+85.33147
012.9917986|+85.1578217|    573937132600979584|NGC0188 | 12.99166| 85.15782|17.226|Simbad|012.99180|+85.15782
012.4688189|+85.4187656|    573967751423715328|NGC0188 | 12.46869| 85.41876|14.914|Simbad|012.46882|+85.41877
011.0653908|+85.1040742|    573934418181613952|NGC0188 | 11.06527| 85.10407|17.550|Simbad|011.06539|+85.10407
010.9702539|+85.3097856|    573942565735526272|NGC0188 | 10.97013| 85.30978|14.754|Simbad|010.97025|+85.30979
011.6064261|+85.1927369|    573940774733252608|NGC0188 | 11.60631| 85.19273|16.820|Simbad|011.60643|+85.19274
011.0996586|+85.2421592|    573941908603253760|NGC0188 | 11.09958| 85.24216|18.706|Simbad|011.09966|+85.24216
013.9162558|+85.2830525|    573962799325589632|NGC0188 | 13.91613| 85.28305|15.621|Simbad|013.91626|+85.28305
010.6457153|+85.2920006|    573942664517534464|NGC0188 | 10.64563| 85.29200|19.191|Simbad|010.64572|+85.29200
012.3109828|+85.0886200|    573931394524638720|NGC0188 | 12.31085| 85.08862|16.597|Simbad|012.31098|+85.08862
013.3135297|+85.3118608|    573963142922975360|NGC0188 | 13.31342| 85.31186|18.058|Simbad|013.31353|+85.31186
008.7884325|+85.2880464|    573948887927377280|NGC0188 |  8.78831| 85.28804|12.088|Simbad|008.78843|+85.28805
009.6646169|+85.3800275|    573955691155545600|NGC0188 |  9.66449| 85.38002|15.412|Simbad|009.66462|+85.38003
010.4489172|+85.3245242|    573954557284205952|NGC0188 | 10.44878| 85.32452|17.898|Simbad|010.44892|+85.32452
011.6210794|+85.3348658|    573943768326362112|NGC0188 | 11.62093| 85.33486|18.559|Simbad|011.62108|+85.33487
013.0271442|+85.1595892|    573937132600981248|NGC0188 | 13.02700| 85.15959|19.465|Simbad|013.02714|+85.15959
010.4568036|+85.2522336|    573942114761685376|NGC0188 | 10.45669| 85.25223|18.372|Simbad|010.45680|+85.25223
013.2381286|+85.1620239|    573937033817741184|NGC0188 | 13.23801| 85.16202|14.863|Simbad|013.23813|+85.16202
010.8851539|+85.4180711|    573945039636646528|NGC0188 | 10.88505| 85.41807|15.211|Simbad|010.88515|+85.41807
013.7099308|+85.2613775|    573962666182627968|NGC0188 | 13.70981| 85.26137|15.985|Simbad|013.70993|+85.26138
